blast_count_7d,avg_blast_intensity,rainfall_mm_24h,rainfall_mm_7d,crack_count_7d,avg_crack_score,critical_crack_flag,elevation_m,area_sq_km,days_since_inspection,is_monsoon,risk_score,risk_label
13,1.4,0.0,25.75,1,0.315,0,317.5,390.1,85,0,0.2556,yellow
7,5.0,5.56,24.95,3,0.754,1,227.2,466.5,60,1,0.3537,yellow
14,9.54,0.0,0.0,4,0.599,0,426.8,458.6,3,0,0.3751,yellow
7,2.98,3.8,39.7,4,0.717,1,350.3,299.6,61,1,0.3115,yellow
9,7.26,4.54,82.96,7,0.04,0,241.4,359.6,84,1,0.3172,yellow
6,8.56,0.0,0.0,4,0.298,0,533.1,415.6,52,0,0.246,yellow
17,3.08,0.0,0.0,8,0.786,1,470.3,138.4,60,0,0.4876,orange
17,2.33,25.35,6.17,5,0.947,1,694.5,355.8,58,1,0.4969,orange
8,6.29,0.0,0.0,5,0.147,0,741.0,404.8,15,0,0.2147,green
7,8.23,0.0,0.0,9,0.773,1,281.5,403.3,78,0,0.4176,yellow
8,5.81,3.74,59.99,6,0.079,0,593.9,37.2,82,1,0.2815,yellow
14,9.43,6.04,7.01,7,0.994,1,408.9,382.8,39,1,0.5179,orange
0,0.0,3.17,7.41,10,0.076,0,745.9,229.5,0,1,0.1499,green
3,8.47,0.0,110.01,5,0.031,0,275.4,78.1,84,0,0.1938,green
13,1.9,0.0,2.67,9,0.45,0,697.6,371.5,32,0,0.3033,yellow
15,4.61,0.62,23.11,9,0.05,0,740.3,351.2,41,1,0.3229,yellow
1,7.32,0.0,0.0,3,0.643,0,612.3,191.6,35,0,0.2046,green
13,2.58,0.0,0.55,9,0.04,0,210.4,326.9,14,0,0.264,yellow
17,8.74,0.0,2.4,0,0.0,0,608.3,256.0,63,0,0.2903,yellow
4,6.04,0.0,0.14,7,0.147,0,312.5,386.1,48,0,0.1912,green
2,4.05,22.27,0.0,6,0.668,0,718.6,478.7,71,0,0.2642,yellow
12,8.23,30.97,56.72,7,0.813,1,562.6,483.3,21,1,0.4701,yellow
0,0.0,0.0,0.0,2,0.484,0,774.0,421.5,83,0,0.0994,green
7,4.19,15.08,64.41,8,0.952,1,341.1,391.3,88,1,0.4722,yellow
6,9.27,2.03,73.53,6,0.631,0,302.9,384.6,79,1,0.365,yellow
11,7.54,0.37,72.44,0,0.0,0,376.0,399.7,4,1,0.2733,yellow
17,6.82,0.0,129.62,10,0.436,0,306.2,381.8,69,0,0.4184,yellow
14,6.37,0.0,0.8,9,0.142,0,675.7,473.2,36,0,0.2972,yellow
15,1.6,1.91,112.97,2,0.136,0,597.4,398.2,31,1,0.2542,yellow
12,1.84,0.0,0.0,1,0.288,0,237.7,198.6,40,0,0.2264,green
9,8.51,0.0,0.0,6,0.824,1,737.4,217.8,47,0,0.3677,yellow
13,5.52,0.97,48.04,8,0.495,0,276.8,289.3,76,1,0.3929,yellow
1,2.04,0.0,0.0,5,0.95,1,589.6,146.0,49,0,0.2238,green
17,2.6,0.0,0.0,10,0.515,0,745.6,134.8,81,0,0.397,yellow
2,5.34,44.73,158.23,2,0.887,1,798.1,368.3,44,1,0.363,yellow
2,1.84,0.0,0.0,5,0.054,0,548.5,407.2,47,0,0.1309,green
17,9.74,0.0,0.0,0,0.0,0,630.0,59.2,10,0,0.2658,yellow
16,2.56,0.0,0.0,9,0.195,0,638.7,142.6,74,0,0.3511,yellow
12,4.92,0.0,3.61,11,0.751,1,465.8,398.9,7,0,0.4173,yellow
7,2.01,0.0,0.0,4,0.607,0,365.6,219.5,57,0,0.2532,yellow
15,10.0,1.17,0.0,2,0.98,1,422.2,478.9,88,0,0.4787,yellow
7,8.01,0.0,0.48,2,0.077,0,760.2,302.5,11,0,0.1594,green
4,8.29,0.0,20.45,9,0.956,1,479.6,478.6,21,0,0.3746,yellow
14,7.57,0.6,41.91,1,0.544,0,642.9,397.4,76,1,0.3813,yellow
16,9.14,1.29,78.3,5,0.01,0,721.6,22.4,83,1,0.3742,yellow
4,4.64,3.62,47.87,4,0.392,0,507.2,383.5,38,1,0.2434,yellow
17,5.57,0.0,0.0,1,0.838,1,268.3,261.5,78,0,0.3924,yellow
3,6.74,0.0,0.56,4,0.241,0,276.9,380.7,22,0,0.1286,green
11,6.28,8.23,41.55,9,0.382,0,305.5,364.2,57,1,0.385,yellow
10,2.43,0.0,0.0,8,0.179,0,384.8,276.5,47,0,0.2402,yellow
11,7.18,0.0,0.0,4,0.711,1,662.7,213.2,65,0,0.3416,yellow
2,7.28,0.0,0.0,9,0.205,0,699.4,95.8,36,0,0.2187,green
8,3.42,0.0,5.16,3,0.821,1,479.5,119.5,42,1,0.3833,yellow
9,5.08,0.19,205.23,4,0.709,1,449.7,446.0,61,1,0.4027,yellow
13,6.23,0.0,0.0,10,0.321,0,410.9,340.5,59,0,0.3395,yellow
9,5.2,0.0,0.0,10,0.886,1,547.4,121.3,69,0,0.458,yellow
16,3.72,37.45,79.61,1,0.744,1,221.1,228.1,68,0,0.4184,yellow
4,4.17,1.43,125.24,2,0.541,0,722.2,388.6,69,1,0.2415,yellow
7,6.15,0.0,0.0,9,0.277,0,345.3,436.1,32,0,0.2689,yellow
4,4.31,56.9,58.6,3,0.003,0,368.8,457.9,13,1,0.2192,green
8,8.34,6.17,170.17,7,0.487,0,580.6,60.8,33,1,0.3781,yellow
15,3.64,0.0,0.0,5,0.349,0,250.7,428.3,87,0,0.343,yellow
8,1.52,1.13,62.42,5,0.515,0,598.6,122.2,4,1,0.2801,yellow
0,0.0,0.0,0.0,6,0.157,0,226.3,429.8,80,0,0.1461,green
12,6.43,0.0,0.58,10,0.569,0,535.3,68.3,37,1,0.4328,yellow
16,2.78,0.0,0.0,1,0.127,0,735.6,386.9,88,0,0.2627,yellow
17,9.55,0.0,0.0,4,0.455,0,280.4,407.0,28,0,0.3387,yellow
6,1.38,11.04,174.47,9,0.281,0,724.1,433.7,39,1,0.2496,yellow
15,7.31,0.0,0.0,4,0.683,1,706.7,239.9,77,1,0.4811,orange
7,7.04,4.35,183.3,5,0.17,0,244.1,68.5,76,1,0.3072,yellow
9,1.34,0.0,0.0,4,0.208,0,424.2,225.6,67,0,0.2334,green
0,0.0,0.0,0.0,5,0.682,1,446.6,381.0,30,0,0.217,green
10,6.24,0.0,0.0,9,0.679,0,336.9,137.1,67,0,0.3545,yellow
8,3.28,0.0,11.5,0,0.0,0,715.2,284.5,89,1,0.2074,green
16,6.97,0.0,0.0,1,0.335,0,695.9,366.6,52,0,0.2926,yellow
9,5.53,0.0,0.46,2,0.215,0,749.5,102.8,78,0,0.2157,green
16,6.44,1.53,13.31,11,0.789,1,743.1,295.7,75,1,0.5544,orange
9,1.39,0.0,9.5,8,0.345,0,379.5,341.0,75,0,0.2688,yellow
2,8.9,6.1,35.12,7,0.076,0,321.2,332.3,0,1,0.2167,green
12,3.98,0.0,0.0,4,0.28,0,522.5,352.2,27,0,0.218,green
11,3.87,0.45,30.05,9,0.072,0,293.7,36.8,59,1,0.3236,yellow
2,3.52,0.05,3.26,6,0.06,0,771.8,59.7,43,0,0.1396,green
9,3.42,28.64,19.59,4,0.279,0,433.2,454.2,88,1,0.2718,yellow
9,3.14,0.0,3.13,5,0.954,1,321.6,406.0,83,0,0.3925,yellow
4,9.37,0.83,22.39,6,0.756,1,715.9,248.2,26,1,0.3457,yellow
16,8.33,0.0,15.58,6,0.356,0,324.9,233.6,34,0,0.3949,yellow
15,2.5,0.01,2.41,7,0.806,1,767.8,346.4,87,1,0.4818,orange
17,5.42,0.0,0.0,2,0.01,0,578.5,242.7,32,0,0.2494,yellow
14,4.39,0.0,0.0,1,0.438,0,540.4,97.8,30,0,0.2617,yellow
5,9.29,0.0,53.32,11,0.862,1,364.3,336.2,30,0,0.4016,yellow
10,6.81,1.22,7.78,10,0.464,0,770.8,186.8,78,1,0.4201,yellow
3,6.41,0.0,0.0,5,0.319,0,517.8,424.8,42,0,0.1924,green
13,7.02,0.11,99.05,8,0.725,1,358.7,464.9,71,1,0.4843,orange
8,4.61,0.73,1.16,8,0.914,1,755.8,489.5,37,0,0.4068,yellow
7,8.27,0.0,0.0,10,0.379,0,678.1,103.7,75,0,0.2964,yellow
12,5.73,0.93,182.85,5,0.342,0,273.8,257.9,56,1,0.3215,yellow
8,3.6,9.24,79.63,3,0.024,0,408.1,405.3,8,1,0.2142,green
0,0.0,0.0,0.0,0,0.0,0,206.6,243.0,3,0,0.0236,green
9,1.45,0.0,0.0,6,0.633,0,243.4,62.7,8,0,0.2793,yellow
12,7.77,0.0,2.69,6,0.308,0,686.0,301.0,15,0,0.2746,yellow
8,5.48,0.0,4.83,6,0.269,0,471.7,388.3,34,0,0.2322,green
17,6.72,0.0,14.0,9,0.735,1,223.6,401.1,77,1,0.529,orange
12,5.87,11.36,46.92,11,0.086,0,416.6,289.5,17,1,0.3652,yellow
2,4.19,2.68,75.82,8,0.803,1,229.6,303.3,8,1,0.3108,yellow
16,1.73,0.0,0.0,7,0.691,1,741.5,482.6,26,0,0.3886,yellow
3,3.57,8.59,10.18,1,0.47,0,778.1,182.7,83,1,0.2323,green
5,7.35,1.83,2.05,5,0.006,0,329.4,353.0,60,0,0.1849,green
3,3.05,0.0,0.0,9,0.237,0,667.5,306.9,72,0,0.2233,green
9,2.54,0.0,0.0,0,0.0,0,709.6,19.6,12,0,0.1141,green
4,6.62,0.0,0.0,4,0.724,1,692.2,76.7,79,0,0.2852,yellow
10,2.59,16.19,136.28,5,0.513,0,241.8,119.5,8,1,0.2905,yellow
15,2.29,14.57,88.54,10,0.081,0,236.5,217.3,28,1,0.3742,yellow
12,5.02,0.0,14.0,0,0.0,0,765.3,221.8,74,1,0.2404,yellow
10,5.84,0.0,0.0,2,0.683,1,304.1,157.6,87,0,0.3251,yellow
13,1.68,0.15,0.64,8,0.082,0,427.5,95.9,37,1,0.3002,yellow
14,5.71,0.0,3.54,0,0.0,0,643.1,370.1,42,0,0.2318,green
15,8.36,0.0,0.0,0,0.0,0,791.5,402.0,22,0,0.2549,yellow
13,1.28,0.0,0.0,4,0.391,0,728.7,88.9,49,0,0.3001,yellow
2,9.97,0.0,0.0,3,0.196,0,397.7,224.0,63,0,0.1643,green
13,9.05,0.22,17.98,5,0.058,0,617.4,356.5,41,1,0.3499,yellow
10,6.88,0.0,0.0,1,0.139,0,402.4,403.1,88,0,0.1874,green
0,0.0,0.0,0.0,0,0.0,0,344.6,462.9,3,0,0.0257,green
1,5.29,0.0,0.0,4,0.706,1,712.5,473.6,68,0,0.2179,green
3,6.39,0.0,0.0,7,0.114,0,729.8,464.7,19,0,0.1898,green
3,7.81,0.19,1.19,9,0.405,0,533.1,134.1,65,0,0.2524,yellow
8,8.08,190.74,266.11,5,0.492,0,491.9,317.9,73,1,0.4972,orange
0,0.0,0.0,10.99,0,0.0,0,288.8,267.5,52,0,0.0062,green
8,4.83,0.0,0.0,3,0.089,0,715.7,162.5,29,0,0.2188,green
17,6.54,0.0,0.0,7,0.681,1,703.7,70.4,23,0,0.4302,yellow
11,4.01,0.0,83.65,11,0.074,0,517.6,327.2,11,0,0.2735,yellow
12,9.66,0.94,101.38,3,0.164,0,679.6,40.7,55,1,0.3338,yellow
3,7.08,0.0,62.73,6,0.434,0,404.7,307.7,37,0,0.2113,green
6,3.14,0.0,11.53,5,0.525,0,345.0,111.3,41,1,0.2633,yellow
6,7.14,0.36,0.0,8,0.893,1,273.0,318.5,66,0,0.3487,yellow
3,2.65,0.0,0.0,2,0.338,0,226.1,297.4,3,0,0.1453,green
10,2.4,2.26,64.28,9,0.276,0,724.6,80.1,1,0,0.2271,green
12,9.03,23.73,93.73,8,0.354,0,588.3,218.3,21,1,0.4165,yellow
8,8.02,0.0,5.06,11,0.799,1,793.4,95.8,70,0,0.4372,yellow
5,7.62,2.58,0.0,10,0.654,0,326.4,169.5,86,0,0.3528,yellow
3,8.33,0.0,0.0,4,0.603,0,798.9,59.4,46,0,0.2542,yellow
0,0.0,0.0,15.28,4,0.384,0,528.6,99.8,85,0,0.1089,green
12,6.88,0.26,20.21,0,0.0,0,212.5,67.8,61,1,0.2376,green
14,1.88,0.0,9.91,8,0.779,1,651.9,136.3,20,0,0.4066,yellow
14,9.69,3.57,0.0,6,0.474,0,264.8,71.9,75,0,0.3975,yellow
5,5.31,0.51,27.07,3,0.029,0,532.0,343.4,13,1,0.1769,green
5,5.59,0.0,0.0,4,0.33,0,768.1,256.3,6,0,0.1745,green
3,1.23,0.0,0.0,6,0.55,0,403.9,377.4,2,0,0.1371,green
12,7.04,0.12,66.91,9,0.994,1,510.8,55.7,7,0,0.4324,yellow
7,9.78,0.0,0.0,5,0.173,0,485.6,238.8,65,0,0.2495,yellow
4,7.18,0.0,0.0,2,0.18,0,657.7,131.9,36,0,0.1544,green
15,5.17,0.0,0.0,1,0.287,0,396.8,217.7,74,0,0.3076,yellow
17,4.36,0.0,0.0,8,0.532,0,785.5,340.6,74,0,0.4126,yellow
2,1.15,0.0,0.0,5,0.043,0,681.5,271.0,37,0,0.0839,green
11,2.35,0.32,103.39,10,0.993,1,607.8,227.7,62,1,0.4776,yellow
12,7.89,0.0,0.0,6,0.276,0,715.3,11.1,73,0,0.3495,yellow
0,0.0,0.0,0.0,4,0.272,0,300.7,71.1,4,0,0.066,green
2,3.32,0.0,0.0,7,0.652,0,290.2,312.4,25,0,0.2502,yellow
0,0.0,0.0,0.0,2,0.349,0,566.3,284.1,84,0,0.0825,green
5,9.06,78.65,243.88,5,0.335,0,362.8,460.8,25,1,0.3656,yellow
9,8.35,0.0,0.0,6,0.593,0,750.7,14.9,44,0,0.3043,yellow
16,4.14,0.0,0.0,0,0.0,0,469.8,287.4,51,0,0.2284,green
6,1.31,0.0,0.25,2,0.671,0,498.4,291.2,58,0,0.1821,green
15,1.92,1.01,198.47,4,0.169,0,435.3,413.0,59,1,0.3481,yellow
16,5.48,2.29,0.21,2,0.865,1,385.0,424.9,54,1,0.434,yellow
8,5.74,24.2,103.52,11,0.224,0,421.5,391.3,83,1,0.3941,yellow
6,7.26,0.0,0.0,11,0.687,1,728.6,174.8,41,0,0.3755,yellow
5,5.77,0.0,0.0,8,0.012,0,582.5,275.4,26,0,0.1919,green
16,3.49,0.0,0.0,7,0.195,0,575.5,276.6,53,0,0.3094,yellow
1,6.04,0.0,0.0,10,0.535,0,766.2,48.6,70,0,0.2516,yellow
12,8.48,6.93,19.62,4,0.298,0,349.6,248.0,32,0,0.3217,yellow
15,5.39,0.0,38.17,11,0.915,1,710.8,232.9,44,1,0.5345,orange
2,8.52,6.27,22.45,0,0.0,0,307.9,403.4,67,1,0.1785,green
14,8.44,1.44,42.96,10,0.037,0,305.8,412.3,3,1,0.4036,yellow
13,10.0,6.98,142.3,5,0.727,1,597.0,43.5,67,1,0.4814,orange
0,0.0,28.0,19.96,8,0.285,0,518.9,374.2,59,1,0.2414,yellow
8,4.48,7.62,0.13,9,0.105,0,373.0,491.9,13,1,0.3075,yellow
3,2.18,0.0,38.86,6,0.292,0,703.0,244.5,87,0,0.1783,green
11,4.39,0.0,0.0,4,0.837,1,777.8,52.0,53,0,0.3278,yellow
2,9.19,0.0,0.0,2,0.125,0,703.2,382.1,2,0,0.1385,green
0,0.0,0.0,0.0,4,0.18,0,701.2,208.3,84,0,0.0955,green
5,8.75,0.0,0.0,6,0.435,0,789.6,426.2,85,0,0.283,yellow
15,9.37,0.0,0.0,2,0.134,0,455.2,305.5,18,0,0.2544,yellow
3,4.5,6.63,26.15,10,0.855,1,645.2,419.3,89,1,0.4173,yellow
12,1.52,0.0,0.0,1,0.411,0,750.7,16.4,26,0,0.2417,yellow
16,6.36,0.0,6.23,0,0.0,0,607.8,18.2,64,0,0.2511,yellow
14,4.92,27.01,17.94,6,0.036,0,668.0,460.8,55,1,0.3332,yellow
4,5.13,0.0,0.0,2,0.355,0,451.3,417.7,35,0,0.1473,green
9,7.79,21.98,22.03,7,0.061,0,321.9,250.7,32,1,0.3483,yellow
15,1.57,0.0,0.0,1,0.379,0,615.9,119.6,55,0,0.2504,yellow
15,8.63,0.0,0.0,7,0.512,0,294.4,317.6,75,0,0.3701,yellow
17,2.97,0.0,0.0,3,0.372,0,734.4,309.9,29,0,0.3191,yellow
13,1.81,0.0,0.0,8,0.825,1,667.5,316.5,37,0,0.3737,yellow
17,3.26,7.65,3.59,3,0.2,0,576.4,159.1,27,1,0.3048,yellow
7,5.69,0.0,58.25,3,0.888,1,303.8,171.5,73,1,0.3767,yellow
6,2.25,0.0,0.0,6,0.653,0,589.1,475.4,72,0,0.291,yellow
7,9.56,0.0,101.8,9,0.741,1,233.0,166.0,1,1,0.4375,yellow
0,0.0,13.8,53.71,11,0.307,0,713.5,288.3,10,0,0.1632,green
5,9.03,6.37,175.21,5,0.338,0,259.7,478.8,30,1,0.2922,yellow
17,5.73,0.0,0.0,6,0.481,0,606.2,259.8,72,0,0.3881,yellow
7,3.07,0.0,0.0,5,0.615,0,438.7,342.3,23,0,0.251,yellow
6,4.71,0.0,7.17,3,0.382,0,220.6,366.2,6,0,0.1527,green
12,6.83,0.0,29.23,11,0.277,0,277.2,131.4,78,0,0.3707,yellow
0,0.0,0.0,83.68,3,0.333,0,234.5,167.9,0,0,0.0635,green
13,4.85,0.0,0.0,10,0.759,1,723.6,147.9,78,1,0.49,orange
11,4.56,0.0,22.87,1,0.399,0,332.0,91.7,14,0,0.2186,green
5,1.55,3.05,32.21,6,0.523,0,526.6,185.2,78,1,0.2388,green
6,6.24,24.21,17.3,2,0.35,0,251.7,101.1,23,1,0.25,yellow
10,1.64,0.0,0.0,6,0.633,0,560.0,372.4,38,0,0.2791,yellow
10,7.33,2.78,77.57,10,0.794,1,737.2,368.7,1,1,0.4664,yellow
3,6.57,12.48,184.78,0,0.0,0,740.0,329.1,5,1,0.1596,green
11,6.71,2.35,18.79,9,0.349,0,539.2,47.7,68,0,0.3085,yellow
14,5.02,0.0,3.76,0,0.0,0,396.4,198.4,85,1,0.2608,yellow
9,7.32,0.64,5.03,11,0.77,1,303.1,292.2,77,0,0.4083,yellow
5,2.06,37.69,202.38,0,0.0,0,606.3,327.6,56,1,0.1934,green
17,8.9,0.99,24.61,3,0.856,1,206.6,444.0,49,0,0.4867,orange
2,3.9,1.33,42.96,7,0.771,1,267.0,211.2,34,0,0.2726,yellow
16,7.06,8.54,89.27,10,0.112,0,723.5,465.9,78,1,0.4157,yellow
7,6.05,11.23,47.85,6,0.37,0,605.3,194.6,54,1,0.3275,yellow
14,5.85,0.0,0.0,5,0.791,1,287.5,371.9,83,1,0.5141,orange
11,9.56,6.81,36.64,10,0.953,1,652.1,97.9,35,1,0.4863,orange
10,9.06,17.63,430.8,7,0.734,1,553.5,175.8,51,1,0.4678,yellow
8,2.86,0.0,0.0,4,0.563,0,560.4,291.5,84,1,0.3287,yellow
5,3.04,0.0,0.0,3,0.301,0,752.1,359.2,3,0,0.1285,green
17,3.22,9.68,31.0,6,0.984,1,375.1,425.6,17,1,0.5065,orange
8,7.36,0.0,0.0,10,0.283,0,716.5,216.6,12,0,0.2618,yellow
17,3.07,0.0,102.3,8,0.409,0,377.0,36.4,64,1,0.4341,yellow
16,8.14,0.0,0.0,8,0.932,1,741.8,112.0,80,0,0.5166,orange
10,6.64,0.0,0.0,7,0.731,1,459.6,411.4,59,0,0.3598,yellow
3,8.42,0.0,0.0,10,0.392,0,398.4,415.2,31,0,0.2377,green
15,8.43,2.51,39.19,6,0.134,0,524.1,360.6,89,1,0.3887,yellow
15,2.95,4.31,60.21,11,0.382,0,251.9,388.7,50,1,0.4335,yellow
8,1.97,0.0,0.0,9,0.025,0,239.3,354.1,78,0,0.2105,green
10,6.09,0.0,0.0,11,0.543,0,483.8,227.1,55,0,0.3725,yellow
1,5.87,0.0,0.42,8,0.335,0,566.0,32.7,28,0,0.1996,green
13,1.95,0.0,0.58,1,0.397,0,536.3,207.0,1,1,0.2662,yellow
7,1.84,7.75,295.52,6,0.452,0,427.5,487.1,36,1,0.3077,yellow
16,3.23,0.0,0.0,7,0.227,0,648.2,40.4,20,0,0.3084,yellow
8,9.17,0.0,0.0,8,0.924,1,576.0,210.0,84,0,0.4258,yellow
6,9.41,0.44,127.8,10,0.25,0,220.8,480.0,14,0,0.2824,yellow
5,6.44,15.95,16.63,1,0.111,0,511.3,202.2,68,1,0.2061,green
2,3.61,0.16,44.32,9,0.871,1,585.1,190.7,51,0,0.2965,yellow
14,6.79,0.0,0.0,11,0.751,1,287.9,470.9,11,0,0.4421,yellow
16,3.48,0.0,0.0,4,0.405,0,474.3,353.8,51,0,0.323,yellow
1,6.37,4.91,35.71,5,0.591,0,728.5,251.0,21,1,0.252,yellow
0,0.0,0.0,0.0,8,0.382,0,399.2,339.0,16,0,0.1682,green
14,6.8,0.0,0.0,1,0.594,0,370.1,338.0,54,0,0.3314,yellow
0,0.0,0.0,0.0,5,0.635,0,396.8,144.8,69,0,0.183,green
5,4.06,7.27,11.42,0,0.0,0,743.9,84.2,34,1,0.134,green
9,5.51,0.0,15.79,0,0.0,0,428.8,466.7,8,1,0.1783,green
17,7.6,11.97,167.38,6,0.575,0,717.7,279.6,60,1,0.4706,yellow
10,1.54,0.0,10.29,5,0.464,0,583.0,440.9,56,1,0.3075,yellow
10,2.73,0.0,0.0,10,0.264,0,458.3,423.4,18,0,0.2642,yellow
6,9.02,0.09,7.48,6,0.897,1,757.4,47.3,19,1,0.4332,yellow
4,4.35,0.0,0.0,5,0.456,0,641.9,86.3,27,0,0.1558,green
2,7.25,1.35,174.39,3,0.901,1,263.8,447.6,86,1,0.3639,yellow
6,4.91,7.92,11.0,1,0.221,0,495.1,215.8,50,0,0.145,green
0,0.0,5.4,21.37,5,0.777,1,398.8,323.9,57,1,0.2614,yellow
3,1.68,0.0,0.0,5,0.039,0,518.6,287.0,74,0,0.114,green
13,2.96,7.46,183.39,7,0.697,1,354.7,184.3,15,1,0.4661,yellow
6,1.98,0.0,0.0,4,0.291,0,286.0,318.8,0,0,0.1383,green
16,7.47,6.6,0.17,8,0.499,0,562.0,480.7,25,0,0.3824,yellow
12,8.43,0.0,0.0,10,0.824,1,365.2,368.0,74,0,0.4784,yellow
5,8.92,0.0,0.0,10,0.705,1,644.9,444.6,4,0,0.3433,yellow
4,7.67,0.0,0.0,3,0.034,0,225.6,219.8,8,0,0.1382,green
0,0.0,0.0,0.0,3,0.055,0,595.3,183.8,51,0,0.0614,green
9,4.6,0.14,4.23,0,0.0,0,432.0,238.0,74,0,0.1333,green
0,0.0,6.6,0.0,11,0.078,0,215.4,37.0,54,0,0.1116,green
8,3.04,0.0,4.81,1,0.578,0,636.5,441.0,76,1,0.2981,yellow
7,2.92,0.16,1.61,6,0.363,0,704.6,312.7,28,0,0.2484,yellow
8,9.52,36.47,581.62,9,0.262,0,687.0,264.0,83,1,0.4737,yellow
17,1.36,0.0,1.6,6,0.543,0,685.1,310.2,9,1,0.3723,yellow
15,4.42,0.0,0.0,1,0.659,0,208.3,239.0,34,0,0.325,yellow
16,3.64,0.0,0.95,9,0.163,0,778.5,282.3,67,0,0.3748,yellow
13,1.67,0.22,46.28,4,0.761,1,425.2,288.3,33,1,0.4036,yellow
17,2.48,0.0,2.8,10,0.952,1,434.9,479.2,86,0,0.4682,yellow
4,8.52,0.0,0.0,2,0.542,0,722.4,181.6,80,0,0.2239,green
15,8.11,0.0,23.6,8,0.315,0,597.0,87.1,49,0,0.3869,yellow
11,1.82,0.0,96.37,11,0.643,0,389.9,152.3,19,1,0.3976,yellow
11,1.0,15.68,97.26,8,0.975,1,387.4,301.4,4,1,0.4246,yellow
10,2.84,6.73,52.8,3,0.037,0,683.7,23.1,37,1,0.2356,green
6,3.62,0.0,0.0,4,0.811,1,239.2,72.1,36,0,0.2629,yellow
16,9.07,0.7,65.64,8,0.384,0,578.6,391.8,66,1,0.4659,yellow
10,1.42,14.0,86.48,7,0.905,1,378.5,46.2,88,1,0.4592,yellow
7,4.19,0.0,7.75,11,0.357,0,669.5,325.4,4,0,0.2897,yellow
13,7.49,0.0,0.0,9,0.803,1,693.6,351.8,70,0,0.4763,yellow
1,4.51,0.0,64.04,0,0.0,0,695.8,33.9,16,1,0.109,green
4,6.68,0.0,42.07,6,0.164,0,455.4,27.4,15,1,0.2186,green
3,3.15,0.0,0.0,3,0.452,0,498.6,157.9,33,0,0.1644,green
0,0.0,0.0,0.31,6,0.081,0,666.9,181.6,44,0,0.0919,green
1,7.16,3.5,33.98,1,0.331,0,551.2,175.5,75,1,0.2101,green
8,3.93,0.0,100.96,8,0.81,1,656.4,411.9,47,1,0.4182,yellow
11,8.73,0.0,0.0,4,0.068,0,402.3,263.2,45,0,0.2613,yellow
15,7.62,8.99,61.63,7,0.589,0,339.9,379.3,64,1,0.4491,yellow
13,2.0,0.17,12.44,1,0.156,0,573.9,47.8,46,1,0.2487,yellow
15,3.69,0.0,0.0,6,0.811,1,501.1,352.3,5,0,0.3751,yellow
16,9.73,0.73,20.25,2,0.805,1,519.7,414.4,33,1,0.502,orange
16,7.86,0.0,0.0,1,0.056,0,694.0,490.3,62,0,0.322,yellow
4,5.71,0.0,0.0,5,0.879,1,213.1,151.2,13,0,0.3013,yellow
12,6.82,8.65,80.31,4,0.661,0,208.7,47.9,30,1,0.3817,yellow
4,7.59,0.0,0.87,7,0.32,0,573.9,302.6,63,0,0.2331,green
5,3.93,0.0,0.39,2,0.132,0,741.4,377.4,57,0,0.1429,green
4,1.81,0.0,0.0,8,0.487,0,564.4,464.0,55,0,0.19,green
7,8.76,0.0,0.0,8,0.732,1,376.1,173.7,64,0,0.3522,yellow
7,9.38,0.0,8.8,1,0.605,0,712.2,42.7,2,0,0.2153,green
16,3.7,0.0,0.25,10,0.289,0,328.1,272.7,55,0,0.3558,yellow
4,4.54,0.0,0.0,5,0.036,0,367.8,184.0,75,0,0.1543,green
12,8.17,0.0,29.92,4,0.463,0,443.9,237.1,84,1,0.38,yellow
17,5.93,0.0,0.0,6,0.354,0,568.3,250.3,30,0,0.3682,yellow
16,2.99,43.49,41.85,0,0.0,0,569.0,74.7,51,1,0.3243,yellow
12,9.71,0.0,0.0,3,0.319,0,246.9,392.9,70,0,0.3258,yellow
8,7.93,0.0,0.0,9,0.824,1,669.1,433.6,29,0,0.3796,yellow
13,9.09,29.13,2.84,6,0.218,0,234.8,463.3,19,1,0.3985,yellow
1,5.5,0.0,0.0,10,0.554,0,763.0,488.6,18,0,0.2692,yellow
2,2.21,0.0,23.22,5,0.909,1,742.5,417.1,50,1,0.3044,yellow
5,9.16,0.0,0.0,10,0.604,0,761.4,334.1,12,0,0.2815,yellow
13,5.53,0.0,0.0,8,0.926,1,616.1,339.0,52,0,0.4274,yellow
16,8.57,0.0,0.0,2,0.667,0,292.8,37.1,6,0,0.3298,yellow
3,6.64,0.0,23.13,7,0.177,0,266.2,402.5,48,1,0.2545,yellow
13,2.33,0.0,5.98,4,0.665,0,383.3,140.8,10,0,0.3158,yellow
4,5.71,26.14,26.43,9,0.166,0,782.0,135.4,69,1,0.3165,yellow
15,1.73,11.68,37.35,0,0.0,0,203.5,234.3,80,0,0.2488,yellow
14,2.14,1.2,57.08,1,0.54,0,366.5,458.4,72,1,0.3401,yellow
14,4.5,0.0,0.0,10,0.407,0,306.4,395.8,39,0,0.3616,yellow
9,1.55,0.0,0.0,6,0.503,0,206.8,310.2,20,0,0.2427,yellow
13,6.26,0.0,0.0,11,0.657,0,399.3,262.8,89,0,0.4444,yellow
17,7.55,0.0,0.0,9,0.044,0,208.1,169.1,51,0,0.352,yellow
3,4.54,0.0,0.33,1,0.883,1,278.1,429.4,23,0,0.2396,green
6,7.03,1.84,44.5,6,0.605,0,799.6,77.8,44,1,0.3539,yellow
